"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HN07","HN07_ATTRIBUTES","HN08","HN08_ATTRIBUTES","HN09","HN09_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","HX07","HX07_ATTRIBUTES","HX08","HX08_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LN07","LN07_ATTRIBUTES","LN08","LN08_ATTRIBUTES","LN09","LN09_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","LX07","LX07_ATTRIBUTES","LX08","LX08_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MN07","MN07_ATTRIBUTES","MN08","MN08_ATTRIBUTES","MN09","MN09_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MX07","MX07_ATTRIBUTES","MX08","MX08_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00218450","2015","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    326.2","","     326.2","7","       110","7","        74","7","         5","7","       74","","        12","7","        35","7","       140","7","        75","7","       128","7","         2","7","         4"," ","         1"," ","  -24.4","7,0223,+","   127"," ,7,1229,+","    89"," ,7,0323, ","  56.6"," ,7,1112, ","   32.8","7,0815,+","-0.6","7,1016","-2.2","7,1017","-4.4","7,1120","-9.4","7,1121","-9.4","7,1121","0.0","7,0424","-2.8","7,0423","-5.6","7,0329","-7.8","7,0328","-8.9","7,0327","    4534.7","7","      25.6","7,3,2","      26.1","7,3,3","      24.4","7,3,5","      21.7","7,3,6","      23.9","7,5,1","      23.9","7,5,2","      23.9","7,5,3","      21.7","7,5,5","      19.4","7,5,6","    4534.7","7","      34.4","7,3,2","      30.0","7,3,3","      26.1","7,3,5","      22.8","7,3,6","      30.0","7,5,1","      27.8","7,5,2","      25.6","7,5,3","      22.2","7,5,5","      -9.4","7,3,2","      -6.7","7,3,3","      -3.9","7,3,5","       0.0","7,3,6","      -8.3","7,5,1","      -7.2","7,5,2","      -5.0","7,5,3","      -0.6","7,5,5","       1.1","7,5,6","      -6.1","7,3,2","      -5.0","7,3,3","      -2.2","7,3,5","       0.6","7,3,6","      -6.1","7,5,1","      -5.6","7,5,2","      -3.9","7,5,3","      -0.6","7,5,5","       8.2","7,3,2","       9.4","7,3,3","      10.2","7,3,5","      10.2","7,3,6","       8.8","7,5,1","       9.2","7,5,2","       9.8","7,5,3","      10.3","7,5,5","      10.2","7,5,6","      13.3","7,3,2","      11.7","7,3,3","      11.1","7,3,5","      11.0","7,3,6","      12.1","7,5,1","      11.5","7,5,2","      11.0","7,5,3","      10.6","7,5,5","    861.0"," ,7","      757"," ,7","      7.79","7","     12.52","7","      3.07","7"
"USC00218450","2016","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    360.2","","     360.2","7","       123","7","        65","7","        13","7","       81","","         7","7","        20","7","       134","7","        68","7","       132","7","         6","7","         8"," ","         3"," ","  -28.9","7,1219,+","   279"," ,7,0203, ","   262"," ,7,0203, ","  86.6"," ,7,0811, ","   34.4","7,0723,+","0.0","7,1024","-2.8","7,1119","-6.1","7,1120","-6.7","7,1121","-8.9","7,1207","-0.6","7,0515","-2.8","7,0413","-5.0","7,0412","-6.7","7,0410","-10.0","7,0303","    3872.7","7","","","","","","","","","","","","","","","","","","","    3872.7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1059.4"," ,7","      961"," ,7","      8.46","7","     13.03","7","      3.88","7"
"USC00218450","2017","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    293.8","","     293.8","7","       119","7","        65","7","         7","7","       69","","        10","7","        17","7","       153","7","        74","7","       118","7","         6","7","        17"," ","        22"," ","  -27.2","7,1231, ","   178"," ,7,0112,+","    99"," ,7,0111, ","  52.1"," ,7,1003, ","   33.9","7,0611, ","0.0","7,1010","-2.2","7,1028","-6.7","7,1106","-6.7","7,1106","-13.3","7,1110","0.0","7,0502","-7.2","7,0323","-7.2","7,0323","-7.2","7,0323","-11.7","7,0316","    3922.0","0","","","","","","","","","","","","","","","","","","","    3922.0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    865.9"," ,7","      661"," ,7","      7.57","7","     12.34","7","      2.79","7"
"USC00218450","2018","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    660.6","","     660.6","7","       109","7","        64","7","        11","7","      133","","        21","7","        30","7","       175","7","        99","7","       135","7","        17","7","        24"," ","         8"," ","  -27.8","7,0101, ","   406"," ,7,0225, ","   330"," ,7,0415, ","  85.6"," ,7,0921, ","   37.8","7,0529, ","0.0","7,1015","-3.3","7,1021","-6.1","7,1108","-8.3","7,1109","-15.0","7,1110","-1.7","7,0421","-3.3","7,0420","-4.4","7,0419","-6.7","7,0415","-9.4","7,0409","    4685.3","3","","","","","","","","","","","","","","","","","","","    4685.3","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    877.4"," ,7","     2052"," ,7","      7.12","7","     11.66","7","      2.58","7"
"USC00218450","2019","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    291.8","","     291.8","7","       136","7","        84","7","        10","7","      101","","        22","7","        40","7","       168","7","        94","7","       123","7","         2","7","         7"," ","        21"," ","  -33.9","7,0131,+","   508"," ,7,0302, ","   193"," ,7,1127, ","  78.7"," ,7,0818, ","   33.9","7,0720, ","-0.6","7,1012","-3.3","7,1025","-5.6","7,1030","-6.7","7,1105","-10.6","7,1107","0.0","7,0509","-2.2","7,0414","-5.0","7,0401","-7.2","7,0317","-12.8","7,0312","    4773.9","9","","","","","","","","","","","","","","","","","","","    4773.9","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1091.2"," ,7","     2212"," ,7","      5.94","7","     10.59","7","      1.28","7"
"USC00218450","2020","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    385.8","","     385.8","7","       114","7","        56","7","         6","7","       94","","        14","7","        21","7","       177","7","        73","7","       125","7","         4","7","        10"," ","         2"," ","  -25.6","7,0214,+","   279"," ,7,0218,+","   178"," ,7,1021, ","  43.7"," ,7,0517, ","   34.4","7,0609, ","-1.7","7,1004","-2.8","7,1018","-5.6","7,1024","-9.4","7,1027","-9.4","7,1027","-0.6","7,0512","-2.8","7,0421","-6.1","7,0416","-8.9","7,0415","-8.9","7,0415","    4430.7","7","      26.1","7,3,3","      23.9","7,3,5","      21.1","7,3,6","      24.4","7,5,1","      24.4","7,5,2","      23.9","7,5,3","      20.0","7,5,6","","","","","    4430.7","7","      28.3","7,3,3","      23.9","7,3,5","      21.1","7,3,6","      28.3","7,5,1","      27.8","7,5,2","      27.2","7,5,3","      20.0","7,5,6","","","       0.0","7,3,3","       0.0","7,3,5","       0.6","7,3,6","      -0.6","7,5,1","      -0.6","7,5,2","       0.0","7,5,3","       0.0","7,5,6","","","","","       0.0","7,3,3","       0.6","7,3,5","       1.1","7,3,6","      -0.6","7,5,1","      -0.6","7,5,2","       0.0","7,5,3","       2.2","7,5,6","","","       9.4","7,3,3","      10.0","7,3,5","      10.0","7,3,6","       8.7","7,5,1","       9.1","7,5,2","       9.6","7,5,3","      10.0","7,5,6","","","","","      10.9","7,3,3","      10.4","7,3,5","      10.2","7,3,6","      11.2","7,5,1","      10.9","7,5,2","      10.5","7,5,3","      10.3","7,5,6","","","    656.3"," ,7","     1247"," ,7","      7.46","7","     12.41","7","      2.52","7"
"USC00218450","2021","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    488.9","","     488.9","7","        91","7","        51","7","         4","7","       89","","        11","7","        21","7","       152","7","        72","7","       141","7","        16","7","         5"," ","         2"," ","  -30.0","7,0215, ","   254"," ,7,0223,+","   203"," ,7,1211, ","  57.7"," ,7,0827, ","   36.1","7,0606, ","-1.1","7,1022","-2.2","7,1023","-7.8","7,1119","-7.8","7,1119","-8.9","7,1122","-1.7","7,0425","-2.8","7,0421","-5.6","7,0402","-8.3","7,0401","-11.7","7,0302","    4331.4","4","      25.0","7,3,2","      26.1","7,3,3","      24.4","7,3,5","      21.1","7,3,6","      27.8","7,5,1","      24.4","7,5,2","      24.4","7,5,3","      20.0","7,5,6","","","    4331.4","7","      34.4","7,3,2","      25.0","7,3,5","      21.1","7,3,6","      33.3","7,5,1","      28.9","7,5,2","      26.1","7,5,3","      23.3","7,5,6","","","      -1.7","7,3,2","      -0.6","7,3,3","       0.0","7,3,5","       1.7","7,3,6","      -1.7","7,5,1","      -1.7","7,5,2","      -0.6","7,5,3","       2.2","7,5,6","","","      -0.6","7,3,2","       0.6","7,3,5","       1.7","7,3,6","      -1.7","7,5,1","      -1.1","7,5,2","      -0.6","7,5,3","       2.2","7,5,6","","","       9.5","7,3,2","      10.5","7,3,3","      11.1","7,3,5","      10.9","7,3,6","       9.6","7,5,1","       9.9","7,5,2","      10.5","7,5,3","      10.8","7,5,6","","","      13.4","7,3,2","      11.5","7,3,5","      11.2","7,3,6","      12.4","7,5,1","      11.9","7,5,2","      11.4","7,5,3","      11.0","7,5,6","","","    670.3"," ,7","      792"," ,7","      8.25","7","     13.25","7","      3.25","7"
"USC00218450","2022","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    406.6","","     406.6","7","       117","7","        49","7","         2","7","      127","","        16","7","        52","7","       172","7","        94","7","       135","7","         9","7","         3"," ","","","  -28.9","7,0108,+","   330"," ,7,1222, ","   160"," ,7,1222, ","  52.8"," ,7,0512, ","   36.7","7,0621, ","-1.1","7,1008","-2.8","7,1017","-5.6","7,1018","-6.7","7,1114","-8.9","7,1118","-1.1","7,0428","-2.8","7,0427","-4.4","7,0417","-7.2","7,0416","-11.1","7,0328","    4578.0","0","","","","","","","","","","","","","","","","","","","    4578.0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    604.5"," ,7","     1516"," ,7","      6.18","7","     11.31","7","      1.06","7"
"USC00218450","2023","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    454.9","","     454.9","7","       102","7","        60","7","        12","7","      105","","        15","7","        12","7","       154","7","        67","7","       139","7","        12","7","        11"," ","         9"," ","  -26.7","7,0203, ","   457"," ,7,0314,+","   229"," ,7,0104, ","  50.5"," ,7,0930, ","   35.0","7,0905,+","-3.3","7,1028","-3.3","7,1028","-5.6","7,1030","-11.1","7,1124","-11.1","7,1124","-1.7","7,0426","-3.3","7,0423","-6.7","7,0407","-6.7","7,0407","-13.3","7,0330","    4403.8","8","      25.6","7,3,2","      25.6","7,3,3","      23.9","7,3,5","      20.6","7,3,6","      24.4","7,5,1","      24.4","7,5,3","      20.0","7,5,6","","","","","    4403.8","7","      25.6","7,3,5","      29.4","7,3,6","      31.1","7,5,1","      26.7","7,5,3","      21.1","7,5,6","","","","","","","      -1.7","7,3,2","      -1.1","7,3,3","      -0.6","7,3,5","       0.6","7,3,6","      -0.6","7,5,1","       0.6","7,5,3","       2.2","7,5,6","","","","","       0.6","7,3,5","       1.7","7,3,6","       0.0","7,5,1","       0.6","7,5,3","       2.2","7,5,6","","","","","","","       9.3","7,3,2","      10.2","7,3,3","      10.7","7,3,5","      10.6","7,3,6","       9.4","7,5,1","      10.4","7,5,3","      10.6","7,5,6","","","","","      11.1","7,3,5","      10.9","7,3,6","      12.7","7,5,1","      11.5","7,5,3","      10.8","7,5,6","","","","","","","    887.1"," ,7","     1385"," ,7","      8.34","7","     13.25","7","      3.42","7"
"USC00218450","2024","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","        13"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3661.5","5","","","","","","","","","","","","","","","","","","","    3661.5","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
