"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HN07","HN07_ATTRIBUTES","HN08","HN08_ATTRIBUTES","HN09","HN09_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","HX07","HX07_ATTRIBUTES","HX08","HX08_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LN07","LN07_ATTRIBUTES","LN08","LN08_ATTRIBUTES","LN09","LN09_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","LX07","LX07_ATTRIBUTES","LX08","LX08_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MN07","MN07_ATTRIBUTES","MN08","MN08_ATTRIBUTES","MN09","MN09_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MX07","MX07_ATTRIBUTES","MX08","MX08_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00218450","1986","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    378.2","","     378.2","Z","       110","Z","        69","Z","         5","Z","","","","","        18","Z","       147","Z","        70","Z","       137","Z","         8","Z","","","","","  -28.9","Z,0127, ","","","","","  77.5"," ,Z,0622, ","   34.4","Z,0719,+","-0.6","Z,1009","-4.4","Z,1101","-4.4","Z,1101","-6.7","Z,1104","-8.9","Z,1109","-1.7","Z,0422","-3.3","Z,0327","-6.7","Z,0324","-6.7","Z,0324","-16.7","Z,0320","    4483.5","5","","","","","","","","","","","","","","","","","","","    4483.5","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    877.3"," ,Z","","","      8.10","Z","     13.24","Z","      2.95","Z"
"USC00218450","1987","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    537.0","","     537.0","Z","        91","Z","        43","Z","         5","Z","","","","","         5","Z","       146","Z","        40","Z","       158","Z","        25","Z","","","","","  -26.7","Z,0123, ","","","",""," 167.4"," ,Z,0724, ","   37.2","Z,0613, ","-1.1","Z,1003","-3.3","Z,1011","-7.2","Z,1109","-7.2","Z,1109","-9.4","Z,1120","-0.6","Z,0406","-2.2","Z,0404","-7.2","Z,0403","-7.2","Z,0403","-9.4","Z,0330","    3559.0","0","","","","","","","","","","","","","","","","","","","    3559.0","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    663.6"," ,Z","","","     10.34","Z","     15.98","Z","      4.70","Z"
"USC00218450","1988","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    663.2","","     663.2","Z","        70","Z","        43","Z","         3","Z","","","","","        35","Z","       163","Z","        68","Z","       158","Z","        48","Z","","","","","  -28.3","Z,0211,+","","","","","  74.4"," ,Z,0804, ","   40.6","Z,0801,+","0.0","Z,1004","-2.2","Z,1005","-5.6","Z,1026","-7.8","Z,1029","-9.4","Z,1117","-0.6","Z,0423","-4.4","Z,0419","-4.4","Z,0419","-7.2","Z,0327","-10.0","Z,0321","    4120.6","6","","","","","","","","","","","","","","","","","","","    4120.6","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    517.2"," ,Z","","","      8.35","Z","     14.43","Z","      2.27","Z"
"USC00218450","1989","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    426.9","","     426.9","Z","        93","Z","        46","Z","         3","Z","","","","","        41","Z","       166","Z","        79","Z","       154","Z","        10","Z","","","","","  -32.8","Z,0203, ","","","","","  47.2"," ,Z,0901, ","   35.6","Z,0710, ","-3.3","Z,1003","-3.3","Z,1003","-5.6","Z,1019","-10.0","Z,1103","-10.0","Z,1103","0.0","Z,0507","-5.0","Z,0506","-5.0","Z,0506","-7.2","Z,0410","-8.9","Z,0409","    4404.7","7","","","","","","","","","","","","","","","","","","","    4404.7","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    565.2"," ,Z","","","      6.93","Z","     12.76","Z","      1.09","Z"
"USC00218450","1990","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    399.3","","     399.3","Z","        95","Z","        64","Z","         6","Z","","","","","        15","Z","       160","Z","        38","Z","       138","Z","         8","Z","","","","","  -30.0","Z,1226, ","","","","","  63.8"," ,Z,0726, ","   38.9","Z,0704,+","-1.1","Z,1009","-3.3","Z,1010","-4.4","Z,1025","-7.8","Z,1107","-8.9","Z,1125","-2.2","Z,0502","-2.2","Z,0502","-5.0","Z,0417","-7.2","Z,0411","-10.0","Z,0406","    4094.9","9","","","","","","","","","","","","","","","","","","","    4094.9","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    870.8"," ,Z","","","      8.73","Z","     14.72","Z","      2.73","Z"
"USC00218450","1991","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    491.0","","     491.0","Z","       125","Z","        74","Z","         9","Z","","","","","        28","Z","       162","Z","        68","Z","       146","Z","        15","Z","","","","","  -26.1","Z,1204, ","","","","","  89.7"," ,Z,0914, ","   35.6","Z,0718,+","-0.6","Z,0920","-3.3","Z,1015","-6.7","Z,1030","-6.7","Z,1030","-11.1","Z,1102","-0.6","Z,0506","-2.2","Z,0421","-7.2","Z,0330","-7.2","Z,0330","-9.4","Z,0329","    4045.8","8","","","","","","","","","","","","","","","","","","","    4045.8","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    999.0"," ,Z","","","      8.00","Z","     13.66","Z","      2.34","Z"
"USC00218450","1992","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    200.6","","     200.6","Z","       115","Z","        49","Z","         7","Z","","","","","        14","Z","       167","Z","        51","Z","       139","Z","         4","Z","","","","","  -27.8","Z,0115, ","","","","","  90.7"," ,Z,0916, ","   33.9","Z,0810,+","-0.6","Z,0929","-2.2","Z,1015","-6.1","Z,1018","-7.2","Z,1107","-9.4","Z,1115","0.0","Z,0505","-2.8","Z,0413","-8.9","Z,0412","-8.9","Z,0412","-8.9","Z,0412","    4203.3","3","","","","","","","","","","","","","","","","","","","    4203.3","Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    757.6"," ,Z","","","      7.59","Z","     13.00","Z","      2.17","Z"
"USC00218450","1993","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    237.7","","     237.7","Z","       147","0","        64","0","         8","0","","","","","        33","0","       168","Z","        70","0","       114","0","         2","0","","","","","  -27.8","Z,0101, ","","","","","  55.1"," ,0,0809, ","   32.2","0,0826,+","-2.8","Z,1002","-2.8","Z,1002","-4.4","Z,1030","-6.7","Z,1031","-8.9","Z,1106","-0.6","Z,0426","-2.2","Z,0415","-5.0","Z,0404","-8.3","Z,0402","-18.3","Z,0318","    4486.9","9","","","","","","","","","","","","","","","","","","","    4486.9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    901.8"," ,0","","","      6.43","Z","     11.78","0","      1.08","Z"
"USC00218450","1994","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    337.7","","     337.7","Z","       121","0","        52","0","         8","0","","","","","        30","0","       153","Z","        74","0","       137","0","         4","0","","","","","  -34.4","Z,0118, ","","","","","  49.3"," ,0,1017, ","   35.0","0,0615,+","0.0","Z,1010","-2.2","Z,1026","-5.0","Z,1115","-7.2","Z,1122","-8.9","Z,1126","-1.7","Z,0430","-2.8","Z,0429","-7.8","Z,0406","-7.8","Z,0406","-8.9","Z,0405","    4602.1","1","","","","","","","","","","","","","","","","","","","    4602.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    747.8"," ,0","","","      7.54","Z","     13.31","0","      1.76","Z"
"USC00218450","1995","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    456.7","","     456.7","Z","       116","Z","        60","Z","         6","Z","","","","","        27","0","       170","Z","        84","0","       128","0","        16","0","","","","","  -26.1","Z,1211,+","","","","","  98.0"," ,Z,0715, ","   37.8","0,0714,+","-0.6","Z,0921","-2.2","Z,0922","-5.0","Z,1030","-6.7","Z,1102","-12.8","Z,1104","0.0","Z,0428","-2.2","Z,0410","-8.3","Z,0405","-8.3","Z,0405","-17.2","Z,0404","    4093.0","0","","","","","","","","","","","","","","","","","","","    4093.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    842.5"," ,Z","","","      7.09","Z","     12.55","0","      1.64","Z"
"USC00218450","1996","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    376.7","","     376.7","Z","","","","","","","","","","","        38","0","       165","Z","       100","0","       125","0","         6","0","","","","","  -35.6","Z,0202, ","","","","","","","   35.6","0,0629,+","-2.8","Z,1003","-2.8","Z,1003","-5.6","0,1030","-8.9","0,1031","-8.9","0,1031","0.0","0,0428","-2.8","Z,0427","-5.0","0,0408","-15.6","0,0327","-15.6","0,0327","    4806.7","7","","","","","","","","","","","","","","","","","","","    4806.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    654.6"," ,Z","","","      6.30","Z","     11.38","0","      1.21","Z"
"USC00218450","1997","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    375.2","","     375.2","0","       117","0","        56","0","         9","0","","","","","        22","0","       162","0","        78","0","       132","0","         6","0","","","","","  -26.7","0,0126, ","","","","","  92.7"," ,0,0702, ","   33.9","0,0717,+","-0.6","Z,1014","-3.9","Z,1022","-8.3","0,1027","-8.3","0,1027","-10.6","0,1112","0.0","0,0513","-4.4","0,0417","-4.4","0,0417","-8.3","0,0409","-13.3","0,0408","    4529.3","3","","","","","","","","","","","","","","","","","","","    4529.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    786.8"," ,0","","","      7.72","0","     12.60","0","      2.84","0"
"USC00218450","1998","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    470.9","","     470.9","0","       125","0","        68","0","         8","0","","","","","        12","0","       117","0","        55","0","       149","0","        12","0","","","","","  -26.1","0,0113, ","","","","","  69.3"," ,0,0627, ","   33.9","0,0714,+","0.0","0,1013","-2.8","0,1103","-5.6","0,1105","-6.7","0,1207","-13.3","0,1219","-1.1","0,0410","-4.4","0,0324","-4.4","0,0324","-6.7","0,0320","-8.9","0,0316","    3668.0","0","","","","","","","","","","","","","","","","","","","    3668.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    858.2"," ,0","","","     10.05","0","     14.99","0","      5.11","0"
"USC00218450","1999","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    461.3","","     461.3","0","       116","0","        57","0","         9","0","","","","","        15","0","       132","0","        48","0","       138","0","        18","0","","","","","  -27.2","0,0109, ","","","","","  65.3"," ,0,0726, ","   35.6","0,0730,+","-1.1","0,1002","-4.4","0,1020","-4.4","0,1020","-6.7","Z,1129","-18.9","0,1216","0.0","0,0424","-2.8","0,0326","-5.0","Z,0325","-7.2","0,0314","-11.1","0,0312","    3674.7","7","","","","","","","","","","","","","","","","","","","    3674.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    829.0"," ,0","","","      9.44","0","     14.65","0","      4.23","0"
"USC00218450","2000","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    413.9","","     413.9","0","       111","0","        59","0","         7","0","","","","","        24","0","       145","0","        77","0","       144","0","         8","0","","","","","  -26.1","0,1225, ","","","","","  91.4"," ,0,0903, ","   34.4","0,0609, ","-1.7","0,0924","-2.2","0,1008","-7.8","0,1115","-7.8","0,1115","-9.4","0,1118","0.0","0,0519","-3.3","0,0412","-4.4","0,0408","-8.9","0,0317","-8.9","0,0317","    3581.0","0","","","","","","","","","","","","","","","","","","","    3581.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    796.0"," ,0","","","      8.52","0","     13.61","0","      3.43","0"
"USC00218450","2001","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    497.5","","     497.5","0","       108","0","        67","0","         6","0","","","","","        18","0","       138","0","        65","0","       126","0","        26","0","","","","","  -25.0","0,0202, ","","","","","  55.4"," ,0,0423, ","   36.7","0,0807,+","0.0","0,0925","-2.8","0,1007","-4.4","0,1202","-7.2","0,1209","-8.9","0,1220","-1.7","0,0418","-5.0","0,0416","-5.0","0,0416","-10.6","0,0327","-10.6","0,0327","    4345.0","0","","","","","","","","","","","","","","","","","","","    4345.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    852.6"," ,0","","","      9.01","0","     14.19","0","      3.82","0"
"USC00218450","2002","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    538.4","","     538.4","0","       109","0","        63","0","        12","0","","","","","         5","0","       163","0","        58","0","       131","0","        20","0","","","","","  -20.6","0,0303, ","","","","","  61.7"," ,0,0621, ","   35.6","0,0701,+","-0.6","0,1007","-5.6","0,1016","-5.6","0,1016","-6.7","0,1101","-10.0","0,1126","-0.6","0,0503","-2.8","Z,0426","-5.6","0,0406","-10.0","0,0405","-10.0","0,0405","    3737.4","4","","","","","","","","","","","","","","","","","","","    3737.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1031.9"," ,0","","","      8.62","0","     13.51","0","      3.74","0"
"USC00218450","2003","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    459.1","","     459.1","0","        89","0","        40","0","         6","0","","","         0","0","        28","0","       144","0","        75","0","       141","0","        14","0","","","","","  -25.6","0,0207,+","","","     0"," ,0,1231,+"," 115.1"," ,0,0625, ","   36.1","0,0824, ","-0.6","0,1001","-4.4","0,1002","-4.4","0,1002","-10.6","Z,1106","-10.6","Z,1106","0.0","0,0418","-6.1","0,0408","-6.1","0,0408","-6.7","0,0405","-8.9","0,0312","    4196.2","2","","","","","","","","","","","","","","","","","","","    4196.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    631.6"," ,0","        0"," ,0","      8.25","0","     13.54","0","      2.96","0"
"USC00218450","2004","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    319.5","","     319.5","0","       123","0","        63","0","         7","0","","","","","        19","0","       136","0","        60","0","       136","0","         6","0","","","","","  -31.7","0,0130, ","","","","","  63.2"," ,0,0915, ","   34.4","0,0721,+","0.0","Z,1002","-2.2","0,1017","-5.0","0,1111","-6.7","Z,1112","-10.0","0,1203","-1.1","0,0427","-2.8","Z,0412","-5.0","Z,0411","-8.3","0,0322","-8.9","0,0321","    4039.2","2","","","","","","","","","","","","","","","","","","","    4039.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    798.2"," ,0","","","      8.29","0","     13.38","0","      3.20","0"
"USC00218450","2005","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    521.4","","     521.4","0","       121","0","        69","0","         6","0","","","","","        10","0","       135","0","        72","0","       145","0","        19","0","","","","","  -26.1","0,0114, ","","","",""," 113.8"," ,0,1005, ","   35.0","0,0717,+","-0.6","0,1007","-2.2","0,1025","-8.9","0,1116","-8.9","0,1116","-8.9","0,1116","-2.2","0,0503","-2.2","0,0503","-4.4","0,0322","-7.8","0,0317","-10.0","0,0315","    3834.3","3","","","","","","","","","","","","","","","","","","","    3834.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    917.6"," ,0","","","      9.22","0","     14.25","0","      4.19","0"
"USC00218450","2006","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    523.4","","     523.4","0","       110","0","        53","0","         3","0","        0","","         0","0","         3","0","       141","0","        40","0","       142","0","        14","0","","","","","  -25.6","0,0218, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 109.7"," ,0,0802, ","   37.2","0,0801, ","-1.1","0,1011","-4.4","0,1012","-4.4","0,1012","-7.8","0,1103","-14.4","0,1130","-2.8","0,0408","-2.8","0,0408","-6.7","0,0322","-6.7","0,0322","-8.9","0,0319","    3622.8","8","","","","","","","","","","","","","","","","","","","    3622.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    804.9"," ,0","        0"," ,0","      9.71","0","     14.71","0","      4.72","0"
"USC00218450","2007","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    570.2","","     570.2","0","        97","0","        58","0","         6","0","","","","","        23","0","       139","0","        81","0","       152","0","        22","0","","","","","  -28.3","0,0205, ","","","","","  45.7"," ,0,0921, ","   35.6","0,0708,+","0.0","0,0915","-2.8","0,1028","-4.4","0,1107","-10.0","0,1123","-10.0","0,1123","-1.1","0,0414","-2.2","0,0412","-7.8","0,0409","-7.8","0,0409","-10.0","0,0407","    3865.4","4","","","","","","","","","","","","","","","","","","","    3865.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    781.6"," ,0","","","      8.96","0","     14.03","0","      3.89","0"
"USC00218450","2008","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    390.9","","     390.9","0","       108","0","        56","0","         1","0","","","","","        34","0","       159","0","        85","0","       134","0","         8","0","","","","","  -26.1","0,0130,+","","","","","  31.8"," ,0,1007, ","   33.3","0,0715, ","-2.2","0,1021","-2.2","0,1021","-5.0","0,1109","-6.7","0,1110","-9.4","0,1118","-2.2","0,0429","-2.2","0,0429","-4.4","0,0414","-10.6","0,0324","-10.6","0,0324","    4309.6","6","","","","","","","","","","","","","","","","","","","    4309.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    580.9"," ,0","","","      7.33","0","     12.52","0","      2.14","0"
"USC00218450","2010","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    408.2","","     408.2","0","       111","0","        74","0","         6","0","","","        14","0","        26","0","       140","0","        87","0","       125","0","        10","0","","","","","  -27.8","0,0103,+","","","   229"," ,0,1212, "," 109.0"," ,0,0811, ","   34.4","0,0525, ","-3.3","0,1029","-3.3","0,1029","-4.4","0,1105","-8.9","0,1120","-8.9","0,1120","0.0","0,0509","-3.3","0,0327","-6.1","0,0326","-7.2","0,0305","-8.9","0,0302","    4210.5","5","","","","","","","","","","","","","","","","","","","    4210.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    943.2"," ,0","     1531"," ,0","      7.70","0","     12.68","0","      2.72","0"
"USC00218450","2011","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    426.8","","     426.8","7","       111","7","        59","7","         8","7","","","        15","7","        24","7","       156","7","        82","7","       118","7","        10","7","","","","","  -30.0","7,0121, ","","","   216"," ,7,0221, "," 117.6"," ,7,0716, ","   38.3","7,0608, ","-1.7","7,1021","-2.8","7,1029","-4.4","7,1115","-9.4","7,1117","-9.4","7,1117","-1.1","7,0503","-4.4","7,0331","-4.4","7,0331","-6.7","7,0330","-10.0","7,0328","    4702.7","7","","","","","","","","","","","","","","","","","","","    4702.7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    893.2"," ,7","     1324"," ,7","      7.30","7","     12.11","7","      2.48","7"
"USC00218450","2012","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    513.1","","     513.1","7","       103","7","        58","7","         5","7","       58","","         6","7","         8","7","       137","7","        57","7","       138","7","        23","7","","","","","  -25.0","7,0120,+","   330"," ,7,1210, ","   267"," ,7,1210, ","  72.6"," ,7,0524, ","   37.2","7,0707,+","-2.8","7,1007","-2.8","7,1007","-5.0","7,1012","-7.2","7,1112","-13.3","7,1124","0.0","7,0420","-3.3","7,0411","-10.0","7,0310","-10.0","7,0310","-10.0","7,0310","    3589.8","8","","","","","","","","","","","","","","","","","","","    3589.8","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    752.0"," ,7","      787"," ,7","      9.30","7","     14.53","7","      4.07","7"
"USC00218450","2013","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    354.3","","     354.3","7","       130","7","        67","7","        10","7","      131","","        27","7","        33","7","       182","7","        98","7","       125","7","        11","7","","","","","  -25.6","7,0202,+","   381"," ,7,0306, ","   213"," ,7,0419, ","  50.8"," ,7,0622, ","   34.4","7,0827,+","-0.6","7,1020","-3.3","7,1022","-4.4","7,1107","-11.7","7,1112","-11.7","7,1112","-1.7","7,0523","-2.8","7,0424","-4.4","7,0421","-7.8","7,0420","-8.9","7,0401","    4732.9","9","","","","","","","","","","","","","","","","","","","    4732.9","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    912.2"," ,7","     1859"," ,7","      5.75","7","     10.49","7","      1.01","7"
"USC00218450","2014","44.9902","-93.17995","295.7","UNIVERSITY OF MN ST. PAUL, MN US","    380.4","","     380.4","7","       116","7","        62","7","         7","7","      134","","        21","7","        55","7","       159","7","       102","7","       118","7","         2","7","","","","","  -31.1","7,0106, ","   635"," ,7,0221, ","   246"," ,7,0221, ","  47.5"," ,7,0615,+","   32.8","7,0707, ","0.0","7,1009","-3.9","7,1031","-5.0","7,1101","-10.6","7,1112","-10.6","7,1112","-1.1","7,0419","-3.3","7,0418","-7.2","7,0416","-7.2","7,0416","-8.9","7,0327","    5181.9","9","      22.8","7,3,2","      21.7","7,5,5","      18.9","7,5,6","","","","","","","","","","","","","    5181.9","7","      35.6","7,3,2","      30.6","7,3,3","      25.6","7,3,5","      23.3","7,3,6","","","","","","","","","      -1.1","7,3,2","       1.1","7,5,5","       2.2","7,5,6","","","","","","","","","","","","","      -1.1","7,3,2","      -0.6","7,3,3","       0.6","7,3,5","       1.7","7,3,6","","","","","","","","","       7.4","7,3,2","       9.4","7,5,5","       9.6","7,5,6","","","","","","","","","","","","","      12.4","7,3,2","      11.0","7,3,3","      10.5","7,3,5","      10.6","7,3,6","","","","","","","","","    879.5"," ,7","     1728"," ,7","      5.30","7","     10.05","7","      0.55","7"
